comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
1112,Foxmoor / Miry Crossing 1 & 2,43.0,family,Robbinsville Township,"1 Washington Rd, Ste 14, Robbinsville 08691","Welcome to Robbinsville Twp, NJ (robbinsville-twp.org)",MtL,8691.0,(609) 918-0002
1112,Foxmoor / Notting Hill,52.0,family,Robbinsville Township,"1 Washington Rd, Ste 14, Robbinsville 08691","Welcome to Robbinsville Twp, NJ (robbinsville-twp.org)",MtL,8691.0,(609) 918-0002
1112,Foxmoor / Wyndham Place,22.0,family,Robbinsville Township,"1 Washington Rd, Ste 14, Robbinsville 08691","Welcome to Robbinsville Twp, NJ (robbinsville-twp.org)",MtL,8691.0,(609) 918-0002
1112,Lofts at Washington Towns Center,26.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Lofts | Piazza & Associates Inc. (piazzanj.com),MtL,8691.0,(609) 786-1100
1112,Mercer County ARC group home,4.0,special,Mercer County ARC,"180 Ewingville Rd, Ewing 08638",www.mercerarc.org,MtL,8691.0,(609) 406-0181
1112,Project Freedom 1 & 2 at Robbinsville,35.0,special,Enable Inc,"13 Rozel Rd, ste B110,  Princeton 08540",Home - Enable NJ,MtL,8691.0,(609) 448-7802
1112,Robbinsville housing rehab,7.0,,Robbinsville Township,"1 Washington Rd, Ste 14, Robbinsville 08691","Welcome to Robbinsville Twp, NJ (robbinsville-twp.org)",MtL,8691.0,(609) 918-0002
1112,Springside at Robbinsville,38.0,family,Piazza & Associates,"216 Rockingham Row, Princeton 08540",Springside at Robbinsville | Piazza & Associates Inc. (piazzanj.com),MtL,8691.0,(609) 786-1100
1113,Avalon at Princeton Junction / Stewards Crossing,103.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Avalon Princeton Junction | Piazza & Associates Inc. (piazzanj.com),MtL,8550.0,(609) 786-1100
1113,Bear Creek assisted living,10.0,special,,291 Village Rd East,"Bear Creek Assisted Living - Senior Living in West Windsor, NJ (bridgeseniorliving.com)",MtL,8540.0,(609) 918-1075
1113,Dempsey House / Eden group home,7.0,special,Eden Acres Inc,"1 Logan Dr, Princeton 08540",,MtL,8540.0,(609) 426-8656
1113,Elements at West Windsor,,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Elements at West Windsor | Piazza & Associates Inc. (piazzanj.com),MtL,8550.0,(609) 786-1100
1113,"Enable, United Cerebral Palsy group home 1",5.0,special,United Cerebral Palsy of Mercer,"13 Roszel St, Ste B110, Princeton 08540",Home - Enable NJ,MtL,8540.0,(609) 987-5003
1113,"Enable, United Cerebral Palsy group home 2",3.0,special,United Cerebral Palsy of Mercer,"13 Roszel St, Ste B110, Princeton 08540",Home - Enable NJ,MtL,8540.0,(609) 987-5003
1113,Gables at West Windsor,84.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Piazza & Associates Inc. | The premier provider of community management and affordable housing services in New Jersey (piazzanj.com),HUD,8540.0,(609) 786-1100
1113,Hamlet at Bear Creek,61.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Hamlet at Bear Creek | Piazza & Associates Inc. (piazzanj.com),HMFA,8850.0,(609) 786-1100
1113,Mews at Princeton Junction,175.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Mews at Princeton Junction | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,Parc at Princeton Junction,6.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Parc at Princeton Junction | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,Princeton Ascend,5.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Princeton Ascend | Piazza & Associates Inc. (piazzanj.com),MtL,8550.0,(609) 786-1100
1113,Renaissance at West Windsor,6.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Piazza & Associates Inc. | The premier provider of community management and affordable housing services in New Jersey (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,SERV group home,3.0,special,SERV Behavioral Health Systems Inc,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),MtL,8540.0,(609) 406-0100
1113,Village Grande at Bear Creek,14.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Village Grande | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,Walden Woods ,17.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",,MtL,8540.0,(609) 786-1100
1113,Windsor Haven condominiums,37.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Windsor Haven | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,Windsor Ponds townhouses,39.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Windsor Ponds | Piazza & Associates Inc. (piazzanj.com),MtL,8550.0,(609) 786-1100
1113,Windsor Woods,35.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Windsor Woods | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1113,Woodmont Way,89.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Woodmont Way at West Windsor | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1114,Princeton Housing Authority,,,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",Princeton Housing Authority,PHA,8540.0,(609) 924-3448
1114,Avalon at Princeton ,56.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,,(609) 664-2769
1114,Community Options Inc group home,4.0,special,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",MtL,8540.0,(609) 951-9900
1114,Cooperwood in Princeton 1,16.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Copperwood in Princeton | Piazza & Associates Inc. (piazzanj.com),MtL,,(609) 786-1100
1114,Copperwood in Princeton 2,12.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Copperwood in Princeton | Piazza & Associates Inc. (piazzanj.com),MtL,8540.0,(609) 786-1100
1114,Elm Court 1 / Princeton Community Housing,88.0,age,Princeton Community Housing ,"300 Elm Rd, Princeton  08540",Princeton Community Housing (pchhomes.org),HUD,8540.0,(609) 921-0929
1114,Elm Court 2,67.0,age,Princeton Community Housing ,"300 Elm Rd, Princeton  08540",Princeton Community Housing (pchhomes.org),HUD,8540.0,(609) 921-0929
1114,Franklin Terrace,10.0,family,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",developments (princetonhousing.org),PHA,8540.0,(609) 924-3448
1114,"Griggs Farm, phases 1 -  4",162.0,family,RCP Mgt / Realty Corp of Princeton,"30 Wall St, Princeton 08540",Realty of Princeton,MtL,8540.0,(609) 683-7980
1114,Hageman Homes,50.0,family,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",Princeton Housing Authority,PHA,8540.0,(609) 924-3448
1114,Hamilton Av condominiums,6.0,family,Princeton,"400 Witherspoon St, Princeton 08542",,MtL,8540.0,(609) 924-4141
1114,Harriet Bryan House,67.0,age,Princeton Community Housing,"1 Monument Dr, Princeton 08540",Princeton Community Housing (pchhomes.org),MtL,8540.0,(609) 683-8858
1114,John & Clay St condominiums,5.0,family,Princeton,"400 Witherspoon St, Princeton 08542",,MtL,8542.0,(609) 924-4141
1114,Karin Court Family Apts,16.0,family,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",Princeton Housing Authority,PHA,8540.0,(609) 924-3448
1114,Kathleen M Edwards condominiums,3.0,family,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Leigh Av Apts,5.0,family,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Leigh Av scattered site for sale units,3.0,family,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Lloyd Terrace,50.0,age,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",developments (princetonhousing.org),PHA,8540.0,(609) 924-3448
1114,Maple Terrace,10.0,family,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",developments (princetonhousing.org),PHA,8540.0,(609) 924-3448
1114,Mary Louise Stephenson Burton condominiums,3.0,family,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,,(609) 924-4141
1114,Montgomery Hills,60.0,age,,,,MtL,8540.0,nan nan
1114,Princeton Community Village / Holly House,239.0,family,Princeton Community Village,"1 Monument Dr, Princeton 08540",Princeton Community Village — Princeton Community Housing (pchhomes.org),HMFA,8540.0,(609) 921-1686
1114,Princeton  group home,3.0,special,Catholic Charities Diocese of Trenton,"41 Steinert Av, Trenton 08619","Housing & Food - Catholic Charities, Diocese of Trenton (catholiccharitiestrenton.org)",HUD,8540.0,(609) 890-2527
1114,Princeton group home / CIFA Center for Innovative Family Achievements,4.0,special,SERV Behavioral Health Systems / CIFA,"20 Scotch Rd, Ewing 08628",Home (servbhs.org),HUD,8540.0,(609) 406-0100
1114,Princeton housing rehab 1,15.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Princeton housing rehab 2,53.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Princeton housing rehab 3,68.0,family,Princeton ,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Princeton scattered sites,2.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Princewood,1.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Redding Circle Family ,40.0,family,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",developments (princetonhousing.org),PHA,8540.0,(609) 924-3448
1114,Redding Circle Senior,60.0,age,Princeton Housing Authority,"1 Redding Circle, Princeton 08542",,PHA,8540.0,(609) 924-3448
1114,Serenade at Princeton / Acorn Glen assisted living,5.0,age,,,Serenade at Princeton | Brandywine (brandycare.com),MtL,8540.0,(609) 430-4000
1114,SERV / CIFA group home 1,2.0,special,Center for Innovative Family Achievements / CIFA / SERV,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),MtL,8540.0,(609) 394-2507
1114,SERV / CIFA group home 2,16.0,special,SERV Behavioral Health Systems Inc,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),MtL,8540.0,(609) 406-0100
1114,Spring St House,11.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1114,Spring St House / Merwick Stanworth,56.0,family,Princeton Community Housing,"1 Monument Dr, Princeton 08540",Princeton Community Housing (pchhomes.org),MtL,8540.0,(609) 924-3000
1114,Washington Oaks at Princeton,60.0,family,Princeton affordable housing,,"Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 688-2029
1114,Witherspoon House,2.0,,,,,MtL,8540.0,nan nan
1114,Witherspoon redevelopment,2.0,,Princeton,"400 Witherspoon St, Princeton 08542","Princeton, NJ | Official Website (princetonnj.gov)",MtL,8540.0,(609) 924-4141
1201,Carteret Housing Authority,,,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,59 Roosevelt Av Apts,3.0,family,Carteret Community Development,"Memorial Municipal Bldg, 61 Cooke Av, Carteret 07008",Borough of Carteret - The Center of It All!,MtL,7008.0,(732) 541-3835
1201,Cardinal Commons Apts,28.0,family,Raia & Sirignano Mgt,"100 Pershing Av, ste 1N, Carteret 07008",Cardinal Commons - Apartment Rental Information Referral - 253 Roma... (hub.biz),HMFA,7008.0,(732) 541-8020
1201,Carteret housing rehab ,100.0,,Carteret Community Development,"Memorial Municipal Bldg, 61 Cooke Av, Carteret 07008",Borough of Carteret - The Center of It All!,MtL,7008.0,(732) 541-3835
1201,Cleveland Arms,39.0,family,Raia & Sirignano Mgt,"100 Pershing Av, ste 1N, Carteret 07008","Cleveland Arms | Carteret, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7008.0,(732) 541-8020
1201,Edward Dolan Homes,76.0,family,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,G Lisiki Vetereans Apts,4.0,special,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,Jeanette Smith Village,50.0,age,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,Joseph Herman Gardens,50.0,age,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,River Run Apts,75.0,family,Michaels Organization / Interstate Realty Mgt,"3 E Stow Rd, ste 100, Marlton 08053","River Run Apartments | Carteret, NJ Low Income Apartments (affordablehousingonline.com)",HUD,7008.0,(732) 969-0936
1201,Roosevelt Commons,16.0,family,Raia & Sirignano Mgt,"100 Pershing Av, ste 1N, Carteret 07008",RAIA and SIRIGNANO MGT. (webstarts.com),HMFA,7008.0,(732) 541-8020
1201,Roosevelt Hill Apts 1 & 2,25.0,family,Cleveland Arms / Raia & Sirignano Mgt,"100 Pershing Av, ste 1N, Carteret 07008",,MtL,7008.0,(732) 541-8020
1201,Roosevelt Village & Manor Apts,90.0,family,,,,HUD,7008.0,(732) 969-0030
1201,Sam Sica Homes / Turnkey Apts,36.0,family,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1201,Victoria Copeland Homes,40.0,age,Carteret Housing Authority,"96 Roosevelt Av, Carteret 07008",Housing Authority - Borough of Carteret,PHA,7008.0,(732) 541-6800
1202,Applewood Court veterans housing  / Cranbury Hsg Authority,32.0,special,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Applewood Court | Piazza & Associates Inc. (piazzanj.com),MtL,8512.0,(609) 786-1100
1202,Birchwood at Cranbury,90.0,age,Ingerman Properties,"5 Powell Ln, Collingswood 08108",Birchwood at Cranbury | Birchwood (livebirchwood.com),MtL,8512.0,(609) 664-3430
1202,Cranbury Housing,1.0,family,Piazza & Associates Inc,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Cranbury Housing,USDA,8512.0,(609) 786-1100 x 301
1202,Cranbury Housing Associates - Bergan & Danser Drives,24.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Bergen and Danser Drive | Piazza & Associates Inc. (piazzanj.com),MtL,8512.0,(609) 786-1100
1202,Old Cranbury Rd Apts,20.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Old Cranbury Road | Piazza & Associates Inc. (piazzanj.com),MtL,8512.0,(609) 786-1100
1202,Parkside at Bennett Place,16.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Parkside at Bennett Place | Piazza & Associates Inc. (piazzanj.com),MtL,8512.0,(609) 786-1100
1202,SERV group homes 1 & 2,11.0,special,SERV Behavioral Health Systems Inc,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),MtL,8512.0,(609) 406-0100
1202,South Main St,6.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",South Main Street | Piazza & Associates Inc. (piazzanj.com),MtL,8512.0,(609) 786-1100
1202,Village Senior Housing,20.0,age,Piazza & Associates Inc,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Village Senior Housing | Piazza & Associates Inc. (piazzanj.com),USDA,8512.0,(609) 786-1100 x 301
1202,Willows at Cranbury,24.0,family,Ingerman Properties,"5 Powell Ln, Collingswood 08108",The Willows at Cranbury | The Willows (livewillows.com),MtL,8512.0,(609) 664-3420
1203,Dunellen  group home,3.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold  08977",CSPNJ,HUD,8812.0,(732) 780-1175
1204,85 Main St,20.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",85 Main Street | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1204,Autism group home,4.0,special,Developmental Disabilities Association of NJ Inc ,"40 Woodbridge Av, Sewaren 07077",,MtL,8816.0,(732) 636-6710
1204,"Buy-Down, Write-Down program",10.0,family,East Brunswick Community Housing,"PO Box 185,  East Brusnwick 08816","East Brunswick, NJ | Official Website",MtL,8816.0,(732) 390-6870
1204,Club at East Brunswick,21.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Club | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Crosspointe,57.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Crosspointe | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,East Brunswick buy-down program 2,24.0,family,East Brunswick Community Housing Corp,"PO Box 185,  East Brusnwick 08816",,MtL,8816.0,(732) 390-6870
1204,East Brunswick housing rehab,63.0,,East Brunsiwck Township-housing,"1 Jean Walling Civic Ctr Dr, East Brunswick 08816","East Brunswick, NJ | Official Website",MtL,8816.0,(732) 390-6870
1204,Fox Meadows condominiums,29.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Fox Meadows | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Halls Corner Senior Apts,154.0,age,Michaels Group / Integrated Realty Mgt,"3 E Stow Rd, ste 100, Marlton 08053",Hall’s Corner – Better Tomorrows,HMFA,8816.0,(732) 257-1906
1204,K S Country Woods,89.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",K.S. Country Woods | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Kingswood Station 2,66.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Kingswood Station 2 | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Market to affordable program,21.0,,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",www.piazza-and-associates.com,MtL,8816.0,(609) 786-1100
1204,Oak Creek Village 1 / East Brunswick Senior Apts,79.0,age,National Church Residences,"2335 N Bank Dr, Columbus, OH 43320",Nationalchurchresidences.com,HUD,8816.0,(732) 254-4488
1204,Oak Creek Village 2 / East Brunswick Senior Apts ,39.0,age,National Church Residences,"2335 N Bank Dr, Columbus, OH 43320",Nationalchurchresidences.com,HUD,8816.0,(732) 254-4488
1204,Pine Ridge group home,5.0,special,,,Home | NAMI: National Alliance on Mental Illness,MtL,8816.0,(732) 745-0709
1204,Society Hill East 2 condominiums,29.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Society Hill East II | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Summerhill Meadows,35.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Summerhill Meadows | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Timber Hollow townhouses,41.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Timber Hollow | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1204,Two River Rd Apts,4.0,family,East Brunswick Community Housing Corp,"PO Box 185,  East Brusnwick 08816","East Brunswick, NJ | Official Website",MtL,8816.0,(732) 390-6870
1204,Victory Garden Apts,12.0,family,East Brunswick Community Housing Corp,"PO Box 185,  East Brusnwick 08816","East Brunswick, NJ | Official Website",MtL,8816.0,(732) 390-6870
1204,Windsong,62.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Windsong | Piazza & Associates Inc. (piazzanj.com),MtL,8816.0,(609) 786-1100
1205,Edison Housing Authority,,,Edison Housing Authority,"14 Rev Samuel Carpenter Blvd, Edison 08820",Housing & Section 8 | Edison Housing Authority (edisonha.org),PHA,8820.0,(908) 561-2525
1205,136 Highland Av Apts,3.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8817.0,(609) 664-2769
1205,17 Player Av,2.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8817.0,(609) 664-2769
1205,2392 Woodbridge Av Apts,7.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,,(609) 664-2769
1205,Amandla  Crossing transitional housing,28.0,family,Columbus Property Mgt,"2042-48 Arch St, 2nd fl, Phial, PA 19103",Amandla Crossing Permanent Supportive Housing - Columbus Property Management (columbuspm.org),HMFA,8837.0,(732) 549-5559
1205,Camelot at Edison,33.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8837.0,(609) 664-2769
1205,Centreplace at Edison resales,45.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",,MtL,8837.0,(609) 786-1100
1205,Cerebral Palsy group homes 1-3,14.0,special,Cerebral Palsy Middlesex County,"10 Oak Dr, Roosevelt Park, Edision, 08837",New Jersey Institute for Disabilities (njid.org),MtL,,(732) 549-6187
1205,Clara Barton assisted living / Heritage at Clara Barton,84.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121","Heritage of Clara Barton - Assisted Living - Edison, New Jersey",HMFA,8837.0,(732) 225-5990
1205,Development Resources Corp group home,2.0,special,Develomental Resources Corp,"1130 US Hwy 202, Raritan 08869",,MtL,8817.0,(908) 707-8944
1205,Dungarvin of NJ Inc group home,4.0,special,Middlesex County ARC,"219 Black Horse Ln, ste 1, North Brunswick 08902",The Arc Middlesex County - The Arc,MtL,,(732) 821-1199
1205,Edison  Township  group home 1,3.0,special,Triple C Housing Inc,"1520 US Hwy 130, ste 201, North Brunswick 08902","Triple C Housing | Triple C Housing, our vision is a vibrant, compassionate and inclusionary community focused on wellness and freedom of choice.",HUD,8817.0,(732) 658-6636
1205,Edison  Township  group home 2,3.0,special,Triple C Housing Inc,"1520 US Hwy 130, ste 201, North Brunswick 08902","Triple C Housing | Triple C Housing, our vision is a vibrant, compassionate and inclusionary community focused on wellness and freedom of choice.",HUD,8817.0,(732) 658-6636
1205,Edison affordable homeownership program,76.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Current Listings - CGP&H (affordablehomesnewjersey.com),MtL,,(609) 664-2769
1205,Edison housing rehab,54.0,,Edison Township,"100 Municipal Blvd, Edison 08817",Welcome to Township of Edison (edisonnj.org),MtL,,(732) 287-0900
1205,Edison Woods / AM Yelencsis Senior Apts,99.0,age,Atlantic Realty Development Corp,,,tax credit,8817.0,(732) 750-1111
1205,Greenwood East / Colonial Sq Townhouses,113.0,family,SBS Mgt / Mint Mgt ,"1125 Inman Av, ste A, Edison 08820","Greenwood Townhomes | Edison, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,8837.0,(908) 668-1775
1205,Greenwood Townhomes,217.0,family,SBS Mgt / Mint Mgt ,"1125 Inman Av, ste A, Edison 08820","Greenwood Townhomes | Edison, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,8837.0,(908) 668-1775
1205,Imani Park homeless prevention,16.0,special,MIPH Making It Possible to end Homelessness,"60 Clif Prescod Ln, Edison 08817","Miph - Hiv Aids Transitional Housing | Edison, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,8817.0,(732) 572-3585
1205,Julius C Engle Gardens Family Apts,22.0,family,Edison Housing Authority,"14 Rev Samuel Carpenter Blvd, Edison 08820",Housing & Section 8 | Edison Housing Authority (edisonha.org),PHA,8820.0,(908) 561-2525
1205,Julius C Engle Gardens Senior Apts,48.0,age,Edison Housing Authority,"14 Rev Samuel Carpenter Blvd, Edison 08820",Housing & Section 8 | Edison Housing Authority (edisonha.org),PHA,8820.0,(908) 561-2525
1205,Kilmer Homes 1,59.0,family,Alpert Group,"1 Parka Plza, Fort Lee 07024",Kilmer Homes - The Alpert Group,HMFA,8817.0,(732) 640-2262
1205,Kilmer Homes 2,59.0,family,Alpert Group,"1 Parka Plza, Fort Lee 07024",Kilmer Homes - The Alpert Group,HMFA,8817.0,(732) 640-2262
1205,Menlo Manor / Inman Grove Senior Apts,239.0,age,Mint Mgt / Colinial Sq Townhouses,"1125 Inman Av, ste A, Edison 08820",,HUD,8820.0,(908) 668-1775
1205,Ozaman family shelter,30.0,family,"Catholic Charities, Metuchen","319 Maple St, Perth Amboy 08861-4101",,MtL,,(732) 985-0327
1205,Residence at Roosevelt Park,84.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Residence at Roosevelt Park (pennrose.com),MtL,8837.0,(732) 844-8491
1205,Robert Holmes Gardens,90.0,family,Edison Housing Authority,"14 Rev Samuel Carpenter Blvd, Edison 08820",Housing & Section 8 | Edison Housing Authority (edisonha.org),PHA,8820.0,(908) 561-2525
1205,Scattered site apartments,7.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8817.0,(609) 664-2769
1205,Spectrum for Living group homes 1 & 2,22.0,special,Spectrum for Living,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,MtL,,(866) 367-7732
1205,St Paul the Apostle Senior Housing,42.0,age,"Catholic Charities, Metuchen","319 Maple St, Perth Amboy 08861-4101",,MtL,8837.0,(732) 540-8748
1205,Truman Square,170.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Truman Square (pennrose.com),MtL,8817.0,(732) 844-8491
1205,Village at Historic Clara Barton condominiums,21.0,age,condo association ,,"The Village at Historic Clara Barton Condominium Association, Inc.",MtL,8837.0,(732) 225-4706
1205,Village Court Seniors,105.0,age,,,www.piazza-and-associates.com,MtL,,(732) 400-5200
1205,Volunteers of America,4.0,special,Volunteers of America,"446 Plainfield Av, Edison 08820",Volunteers of America - Helping America’s most vulnerable | Volunteers of America (voa.org),MtL,8820.0,(732) 321-0093
1206,Heather Glen condominiums,13.0,family,"Helmetta Borough, public works","60 Main St, Helmetta 08828",Borough of Helmetta (helmettaboro.com),MtL,8828.0,(732) 521-4946
